ID	Title	SortNum	PS	Vendor	PSSub	SubVendor	Quantity	Qnotes	ExpressionValue	Price	Subtotal	ExpressionValue2	Quantity2	QNotes2	Subtotal2	ExpressionValue3	Quantity3	QNotes3	LineTotal	Pup	PMCompile	Attachments
274		10	4ft sidewalk (Lineal Ft)	Stel Marr Concrete																No	No	0
152		10	Stair landings-total prep and place-EF	Custom Concrete Solutions Inc																No	No	0
312		10	Labour to install standard tub decking	Bartle and Gibson																No	No	0
147		10	Salvi seal concrete (sqft)	Custom Concrete Solutions Inc																No	No	0
207		10	Standard Duradeck deck	David Mills																No	No	0
299		10	Clad 4in trim (Complete cost)	Grey Bear Renovating																No	No	0
314		10	Additional steps carpeted	OMT Flooring																No	No	0
177		10	R10 Rimboard Cladding per ln ft	Igloo Building Supplies																No	No	0
24		21	12 inch pile	Waytec Enterprises																No	No	0
269		10	Perimeter concrete walls(9Ft from 8Ft)	Stel Marr Concrete																No	No	0
97		10	1x4 spruce	Igloo Building Supplies												*				No	No	0
98			Clad 4in trim (Complete cost)	Grey Bear Renovating																No	No	0
272		10	3ft sidewalk (Lineal Ft)	Stel Marr Concrete																No	No	0
178		10	Riser for landing up to 5ft-EF	Custom Concrete Solutions Inc																No	No	0
402		10	Strand Bamboo Hardwood Floor	Salvi Homes	Prefinished flooring	1522219 Alberta Inc				$2.20	$2.20				$2.20				$2.20	No	No	0
396		10	Black Walnut Hardwood Floor	Salvi Homes	Prefinished flooring	1522219 Alberta Inc				$2.20	$2.20				$2.20				$2.20	No	No	0
390		10	Stained Maple Hardwood Floor	Salvi Homes	Prefinished flooring	1522219 Alberta Inc				$2.20	$2.20				$2.20				$2.20	No	No	0
394		10	Hickory Hardwood Floor	Salvi Homes	Prefinished flooring	1522219 Alberta Inc				$2.20	$2.20				$2.20				$2.20	No	No	0
398		10	Stained Jatoba Hardwood Floor	Salvi Homes	Prefinished flooring	1522219 Alberta Inc				$2.20	$2.20				$2.20				$2.20	No	No	0
392		10	Natural Maple Hardwood Floor	Salvi Homes	Prefinished flooring	1522219 Alberta Inc				$2.20	$2.20				$2.20				$2.20	No	No	0
400		10	Bamboo Hardwood Floor	Salvi Homes	Prefinished flooring	1522219 Alberta Inc				$2.20	$2.20				$2.20				$2.20	No	No	0
424		10	Test calc	All Blades Canada Inc	"Sharpen set of 3 8"" HSS Jointer knives"	All Blades Canada Inc				$13.97	$13.97				$13.97				$13.97	No	No	0
74		10	Eldorado stone address post	Ancient Stone Works	Eldorado stone	Ancient Stone Works	18.66		*	$23.00	$429.18				$429.18				$429.18	No	No	0
76		10	Eldorado stone address post	Corsi Brothers Tile	Eldorado stone	Ancient Stone Works	18.66		*	$23.00	$429.18				$429.18				$429.18	No	No	0
65		10	Brick Craftsmen Column	Ancient Stone Works	Brick exterior facing	Ancient Stone Works	24		*	$18.00	$432.00	+	88		$520.00				$520.00	No	No	0
75		10	Brick address post	Corsi Brothers Tile	Brick exterior facing	Ancient Stone Works	18.66		*	$18.00	$335.88				$335.88				$335.88	No	No	0
66		10	Stone Craftsmen Column	Ancient Stone Works	Eldorado stone	Ancient Stone Works	24		*	$23.00	$552.00				$552.00				$552.00	No	No	0
64		10	Brick address post	Ancient Stone Works	Brick exterior facing	Ancient Stone Works	18.66		*	$18.00	$335.88				$335.88				$335.88	No	No	0
73		10	Brick Craftsmen Column	Ancient Stone Works	Angle iron	Ancient Stone Works	8		*	$11.00	$88.00				$88.00				$88.00	No	No	0
413		10	Tile trim (4040 neo shower)	Salvi Homes	3x6 Streamline series crisp white (6050136)	Centura	62	Exact Pieces	*	$0.45	$27.90	*	1.15	Waste	$32.09				$32.09	No	No	0
417		10	Tile trim (3636 neo shower)	Salvi Homes	3x6 Streamline series crisp white (6050136)	Centura	58	Exact Pieces	*	$0.45	$26.10	*	1.15	Waste	$30.02				$30.02	No	No	0
415		10	Tile trim (4836 shower)	Salvi Homes	3x6 Streamline series crisp white (6050136)	Centura	72	Exact Pieces	*	$0.45	$32.40	*	1.15	Waste	$37.26				$37.26	No	No	0
411		10	Tile trim (3636 shower)	Salvi Homes	3x6 Streamline series crisp white (6050136)	Centura	67	Exact Pieces	*	$0.45	$30.15	*	1.15	Waste	$34.67				$34.67	No	No	0
409		10	Tile trim (6036 tub/shower)	Salvi Homes	3x6 Streamline series crisp white (6050136)	Centura	76	Exact Pieces	*	$0.45	$34.20	*	1.15	Waste	$39.33				$39.33	No	No	0
307		10	Salvi V30 (Classic Oak)	Northgate Plumbing	Side splash-WE	Classic Woodcrafting				$30.58	$30.58				$30.58				$30.58	No	No	0
306		10	Salvi V30 (Classic Oak)	Northgate Plumbing	Standard tops with splash- WE	Classic Woodcrafting				$50.31	$50.31	*	4		$201.24				$201.24	No	No	0
300		10	Ironwood V30 (Classic Oak)	Northgate Plumbing	Standard tops with splash- SE	Classic Woodcrafting				$34.01	$34.01	*	4		$136.04				$136.04	No	No	0
301		10	Ironwood V30 (Classic Oak)	Northgate Plumbing	Side splash - SE	Classic Woodcrafting				$14.86	$14.86				$14.86				$14.86	No	No	0
367		10	OC Codeboard R10 (2in x 4ft x 8ft)	Consolidated Gypsum	Input Bundle>Codeboard Rigid XPS Foam 2x4x8 (type 4)	Consolidated Gypsum	0.031		*	$258.00	$8.00				$8.00				$8.00	No	No	0
366		10	OC Codeboard R7.5 (1.5in x 4ft x 8ft)	Consolidated Gypsum	Input Bundle>Codeboard Rigid XPS Foam 1.5x4x8 (type 4)	Consolidated Gypsum	0.1		*	$198.00	$19.80	*	1.5		$29.70				$29.70	No	No	0
365		10	OC Codeboard R5 (1in x 4ft x 8ft)	Consolidated Gypsum	Input Bundle>Codeboard Rigid XPS Foam 1.5x4x8 (type 4)	Consolidated Gypsum	0.1		*	$198.00	$19.80				$19.80				$19.80	No	No	0
364		10	OC Foamular C300 R10 (2in x 2ft x 8ft)	Consolidated Gypsum	Input Bundle>OC Foamular C300 Rigid XPS Foam (type 4)	Consolidated Gypsum	0.0361		*	$332.00	$11.99				$11.99				$11.99	No	No	0
363		10	OC Foamular C300 R7.5 (1.5in x 2ft x 8ft)	Consolidated Gypsum	Input Bundle>OC Foamular C300 Rigid XPS Foam (type 4)	Consolidated Gypsum	0.0522	16 per bundle	*	$332.00	$17.33				$17.33				$17.33	No	No	0
362		10	OC Foamular C200 R-5 (1in x 2ft x 8ft)	Consolidated Gypsum	Input Bundle>OC Foamular C200 Rigid XPS Foam (type 4)	Consolidated Gypsum	0.078		*	$306.00	$23.87				$23.87				$23.87	No	No	0
361		10	R40 Fibreglass ceiling insulation -24x48x10 3/8 (48 sqft)	Consolidated Gypsum	Input MSF>R40 OC Pink Fibreglass Insulation	Consolidated Gypsum	0.048		*	$808.00	$38.78				$38.78				$38.78	No	No	0
360		10	R28 Fibreglass ceiling insulation -24x48x8.5 (80 sqft)	Consolidated Gypsum	Input MSF>R28 OC Pink Fibreglass Insulation	Consolidated Gypsum	0.08		*	$570.00	$45.60				$45.60				$45.60	No	No	0
359		10	R28 Fibreglass ceiling insulation -23x48x8.5 (76.7 sqft)	Consolidated Gypsum	Input MSF>R28 OC Pink Fibreglass Insulation	Consolidated Gypsum	0.0767		*	$570.00	$43.72				$43.72				$43.72	No	No	0
357		10	R20 Fibreglass insulation space saver-23x47x6 (120 sqft)	Consolidated Gypsum	Input MSF>R20 OC Pink Fibreglass Insulation	Consolidated Gypsum	0.12		*	$418.00	$50.16				$50.16				$50.16	No	No	0
17		10	Sheetrock Water Resistant 1/2in (4x8)	Consolidated Gypsum	Input MSF> Moisture Resistant	Consolidated Gypsum				$542.00	$542.00	/	1000		$0.54	*	32		$17.34	No	No	0
356		10	R20 Fibreglass insulation space saver-19x48x6 (99.4 sqft)	Consolidated Gypsum	Input MSF>R20 OC Pink Fibreglass Insulation	Consolidated Gypsum	0.0994		*	$418.00	$41.55				$41.55				$41.55	No	No	0
355		10	R20 Fibreglass insulation space saver-15x47x6 (78.4 sqft)	Consolidated Gypsum	Input MSF>R20 OC Pink Fibreglass Insulation	Consolidated Gypsum	0.0784		*	$418.00	$32.77				$32.77				$32.77	No	No	0
354		10	R12 Fibreglass insulation contractor-15x47x3.5 (97.9 sqft)	Consolidated Gypsum	Input MSF>R12 OC Pink Fibreglass Insulation	Consolidated Gypsum	0.0979		*	$248.00	$24.28				$24.28				$24.28	No	No	0
1		10	Sheetrock standard 1/2in (4x8)	Consolidated Gypsum	Input MSF>Drywall 1/2in light	Consolidated Gypsum				$272.00	$272.00	/	1000		$0.27	*	32		$8.70	No	No	0
358		10	R28 Fibreglass ceiling insulation -16x48x8.5 (53.3 sqft)	Consolidated Gypsum	Input MSF>R28 OC Pink Fibreglass Insulation	Consolidated Gypsum	0.0533		*	$570.00	$30.38				$30.38				$30.38	No	No	0
9		10	Sheetrock flexible board 1/4in (4x12)	Consolidated Gypsum	Input MSF>Drywall 1/4 flex	Consolidated Gypsum				$395.00	$395.00	/	1000		$0.40	*	48		$18.96	No	No	0
2		10	Sheetrock standard 1/2in (4x9)	Consolidated Gypsum	Input MSF>Drywall 1/2in light	Consolidated Gypsum				$272.00	$272.00	/	1000		$0.27	*	36		$9.79	No	No	0
3		10	Sheetrock standard 1/2in (4x10)	Consolidated Gypsum	Input MSF>Drywall 1/2in light	Consolidated Gypsum				$272.00	$272.00	/	1000		$0.27	*	40		$10.88	No	No	0
4		10	Sheetrock standard 1/2in (4x12)	Consolidated Gypsum	Input MSF>Drywall 1/2in light	Consolidated Gypsum				$272.00	$272.00	/	1000		$0.27	*	48		$13.06	No	No	0
5		10	Sheetrock standard 1/2in (4x14)	Consolidated Gypsum	Input MSF>Drywall 1/2in light	Consolidated Gypsum				$272.00	$272.00	/	1000	MSF	$0.27	*	56	square feet	$15.23	No	No	0
6		10	Sheetrock standard 1/2in (4ft 6in x 12ft)	Consolidated Gypsum	Input MSF>Drywall 1/2 54 x 12	Consolidated Gypsum				$364.00	$364.00	/	1000	MSF	$0.36	*	54	Square Feet	$19.66	No	No	0
19		10	Glasroc Water Resistant 5/8in (4x8)	Consolidated Gypsum	Input MSF> 5/8in Glasroc Resistant	Consolidated Gypsum				$775.00	$775.00	/	1000		$0.78	*	32		$24.80	No	No	0
8		10	Sheetrock flexible board 1/4in (4x8)	Consolidated Gypsum	Input MSF>Drywall 1/4 flex	Consolidated Gypsum				$395.00	$395.00	/	1000	MSF	$0.40	*	32	Sqft	$12.64	No	No	0
10		10	Sheetrock Fireguard Type X 5/8in (4x8)	Consolidated Gypsum	Input MSF>Drywall 5/8 type x	Consolidated Gypsum				$364.00	$364.00	/	1000		$0.36	*	32		$11.65	No	No	0
16		10	Sheetrock ceiling board 1/2in (4x12)	Consolidated Gypsum	Input MSF>Drywall 1/2 cd	Consolidated Gypsum				$359.00	$359.00	/	1000	MSF	$0.36	*	48	Sq Ft	$17.23	No	No	0
12		10	Sheetrock Fireguard Type X 5/8in (4x9)	Consolidated Gypsum	Input MSF>Drywall 5/8 type x	Consolidated Gypsum				$364.00	$364.00	/	1000		$0.36	*	36		$13.10	No	No	0
13		10	Sheetrock Fireguard Type X 5/8in (4x12)	Consolidated Gypsum	Input MSF>Drywall 5/8 type x	Consolidated Gypsum				$364.00	$364.00	/	1000		$0.36	*	48		$17.47	No	No	0
14		10	CGC Durock cement board (3x5)	Consolidated Gypsum	Input MSF>Cement Board	Consolidated Gypsum				$1,255.00	$1,255.00	/	1000		$1.26	*	15		$18.83	No	No	0
15		10	CGC Durock cement board (4x8)	Consolidated Gypsum	Input MSF>Cement Board	Consolidated Gypsum				$1,255.00	$1,255.00	/	1000		$1.26	*	32		$40.16	No	No	0
11		10	Sheetrock Fireguard Type X 5/8in (4x10)	Consolidated Gypsum	Input MSF>Drywall 5/8 type x	Consolidated Gypsum				$364.00	$364.00	/	1000		$0.36	*	40		$14.56	No	No	0
18		10	Glasroc Water Resistant 1/2in (4x8)	Consolidated Gypsum	Input MSF> 1/2in Glasroc Resistant	Consolidated Gypsum	1		*	$715.00	$715.00	/	1000		$0.72	*	32		$22.88	No	No	0
7		10	Sheetrock ceiling board 1/2in (4x14)	Consolidated Gypsum	Input MSF>Drywall 1/2 cd	Consolidated Gypsum				$359.00	$359.00	/	1000		$0.36	*	56		$20.10	No	No	0
316		10	Beach pebbles stone floor upcharge	Corsi Brothers Tile	Extra for diagonal installation	Corsi Brothers Tile				$0.70	$0.70				$0.70				$0.70	No	No	0
317		10	Beach pebbles stone wall upcharge	Corsi Brothers Tile	Wall tile install	Corsi Brothers Tile				$5.65	$5.65				$5.65				$5.65	No	No	0
324		10	Tile Trim Install-4040 neo shower	Corsi Brothers Tile	Install tile and around fibreglass	Corsi Brothers Tile				$4.50	$4.50	*	20		$90.00				$90.00	No	No	0
323		10	Tile Trim Install-3636 neo shower	Corsi Brothers Tile	Install tile and around fibreglass	Corsi Brothers Tile				$4.50	$4.50	*	19		$85.50				$85.50	No	No	0
321		10	Tile Trim Install-6036 tub/shower	Corsi Brothers Tile	Install tile and around fibreglass	Corsi Brothers Tile				$4.50	$4.50	*	24		$108.00				$108.00	No	No	0
318		10	Beach pebbles stone wall upcharge	Corsi Brothers Tile	Extra for diagonal installation	Corsi Brothers Tile				$0.70	$0.70				$0.70				$0.70	No	No	0
315		10	Beach pebbles stone floor upcharge	Corsi Brothers Tile	Floor tile install	Corsi Brothers Tile				$4.65	$4.65				$4.65				$4.65	No	No	0
322		10	Tile Trim Install-3636 shower	Corsi Brothers Tile	Install tile and around fibreglass	Corsi Brothers Tile				$4.50	$4.50	*	22		$99.00				$99.00	No	No	0
82		10	8Ft high tile surround for 6036 shower install	Corsi Brothers Tile	Schluter Kerdi membrane (supply and install/sqft)	Corsi Brothers Tile	35.75	"2 walls @ 3' x 3-3"".  1 wall @ 5' x 3'-3""."	*	$3.00	$107.25				$107.25				$107.25	No	No	0
94		10	Tile Trim Install-6036 double shower	Corsi Brothers Tile	Install tile and around fibreglass	Corsi Brothers Tile				$4.50	$4.50	*	23		$103.50				$103.50	No	No	0
93		10	Tile Trim Install-4836 shower	Corsi Brothers Tile	Install tile and around fibreglass	Corsi Brothers Tile				$4.50	$4.50	*	22		$99.00				$99.00	No	No	0
86		20	7Ft high tile surround for tub install	Corsi Brothers Tile	Schluter Kerdi membrane (supply and install/sqft)	Corsi Brothers Tile	35.75	"2 walls @ 3' x 3-3"". 1 wall @ 5' x 3'-3""."	*	$3.00	$107.25				$107.25				$107.25	No	No	0
85		10	7Ft high tile surround for tub install	Corsi Brothers Tile	Wall tile install	Corsi Brothers Tile	60.5	"2 walls @ 3' x 5-6"".  1 wall @ 5' x 5'-6""."	*	$5.65	$341.83				$341.83				$341.83	No	No	0
84		20	8Ft high tile surround for neo shower install	Corsi Brothers Tile	Schluter Kerdi membrane (supply and install/sqft)	Corsi Brothers Tile	19.5	"2 walls @ 3' x 3'-3""."	*	$3.00	$58.50				$58.50				$58.50	No	No	0
80		20	8Ft high tile surround for 4836 shower install	Corsi Brothers Tile	Schluter Kerdi membrane (supply and install/sqft)	Corsi Brothers Tile	32.5	"2 walls @ 3' x 3'-3"".  1 wall @ 4x3'-3"""	*	$3.00	$97.50				$97.50				$97.50	No	No	0
101		10	Fireplace Surround-tile	Salvi Homes	Install Tile Fireplace	Corsi Brothers Tile				$160.00	$160.00				$160.00				$160.00	No	No	0
77		10	8Ft high tile surround for 3636 shower install	Corsi Brothers Tile	Wall tile install	Corsi Brothers Tile	48	"2 walls @ 3'-3"" x 7-6"""	*	$5.65	$271.20				$271.20				$271.20	No	No	0
345		10	Floor tile border	Salvi Homes	Install floor tile borders	Corsi Brothers Tile				$2.00	$2.00				$2.00				$2.00	No	No	0
81		10	8Ft high tile surround for 6036 shower install		Wall tile install	Corsi Brothers Tile	86.25	"2 walls @ 3'-3"" x 7'-6"".  1 wall @ 5' x 7'-6""."	*	$5.65	$487.31				$487.31				$487.31	No	No	0
325		10	Fireplace Surround-Slate tile	Salvi Homes	Install Slate fireplace	Corsi Brothers Tile				$150.00	$150.00				$150.00				$150.00	No	No	0
103		10	Fireplace Surround-Slate tile	Salvi Homes	Slate floor tile upcharge	Corsi Brothers Tile				$2.40	$2.40	*	19		$45.60				$45.60	No	No	0
79		10	8Ft high tile surround for 4836 shower install	Corsi Brothers Tile	Wall tile install	Corsi Brothers Tile	78.75	"2 walls @ 3'-3"" x 7-6"".  1 wall @ 4x7'-6""."	*	$5.65	$444.94				$444.94				$444.94	No	No	0
78		20	8Ft high tile surround for 3636 shower install	Corsi Brothers Tile	Schluter Kerdi membrane (supply and install/sqft)	Corsi Brothers Tile	19.5	"2 walls @ 3' x 3'-3"""	*	$3.00	$58.50				$58.50				$58.50	No	No	0
83		10	8Ft high tile surround for neo shower install	Corsi Brothers Tile	Wall tile install	Corsi Brothers Tile	48.75	"2 walls @ 3'-3"" x 7'-6"""	*	$5.65	$275.44				$275.44				$275.44	No	No	0
410		10	Tile trim (3636 shower)	Salvi Homes	Tile Trim Install-6036 tub/shower	Corsi Brothers Tile	1		*	$108.00	$108.00				$108.00				$108.00	No	No	0
347		10	Kitchen splash (std tile/pattern)	Salvi Homes	Kitchen Splash install (6x6 and up)	Corsi Brothers Tile				$4.00	$4.00				$4.00				$4.00	No	No	0
344		10	Floor tile border	Salvi Homes	Border tile budget	Corsi Brothers Tile				$14.00	$14.00				$14.00				$14.00	No	No	0
343		10	Floor tile(standard/diagonal)	Salvi Homes	Floor tile install	Corsi Brothers Tile				$4.65	$4.65				$4.65				$4.65	No	No	0
342		10	Floor tile(standard/diagonal)	Salvi Homes	Extra for diagonal installation	Corsi Brothers Tile				$0.70	$0.70				$0.70				$0.70	No	No	0
406		10	Kitchen splash (glass tile or mosaic)	Salvi Homes	Kitchen Splash install (glass)	Corsi Brothers Tile				$8.00	$8.00				$8.00				$8.00	No	No	0
408		10	Tile trim (6036 tub/shower)	Salvi Homes	Tile Trim Install-6036 tub/shower	Corsi Brothers Tile	1		*	$108.00	$108.00				$108.00				$108.00	No	No	0
351		10	Kitchen splash(4x4-5x5 tile/standard pattern)	Salvi Homes	Kitchen Splash install (<=4x4)	Corsi Brothers Tile				$6.00	$6.00				$6.00				$6.00	No	No	0
339		10	Floor tile(slate)	Salvi Homes	Slate floor tile upcharge	Corsi Brothers Tile				$2.40	$2.40				$2.40				$2.40	No	No	0
412		10	Tile trim (4040 neo shower)	Salvi Homes	Tile Trim Install-6036 tub/shower	Corsi Brothers Tile	1		*	$108.00	$108.00				$108.00				$108.00	No	No	0
414		10	Tile trim (4836 shower)	Salvi Homes	Tile Trim Install-6036 tub/shower	Corsi Brothers Tile	1		*	$108.00	$108.00				$108.00				$108.00	No	No	0
423		10	Wainscot tile wall (glass or mosaic tile)	Salvi Homes	Wall tile install	Corsi Brothers Tile				$5.65	$5.65				$5.65				$5.65	No	No	0
340		10	Floor tile(slate)	Salvi Homes	Floor tile install	Corsi Brothers Tile				$4.65	$4.65				$4.65				$4.65	No	No	0
327		10	Fireplace Surround-marble	Salvi Homes	Install Marble Fireplace	Corsi Brothers Tile				$150.00	$150.00				$150.00				$150.00	No	No	0
337		10	Floor tile (18in and larger)	Salvi Homes	Floor tile install (18in and larger)	Corsi Brothers Tile				$5.50	$5.50				$5.50				$5.50	No	No	0
329		10	Fireplace Peninsula Surround-tile	Salvi Homes	Install Tile Fireplace	Corsi Brothers Tile				$160.00	$160.00	*	1.5		$240.00				$240.00	No	No	0
421		10	Wainscot tile wall (std tile)	Salvi Homes	Wall tile install	Corsi Brothers Tile				$5.65	$5.65				$5.65				$5.65	No	No	0
331		10	Fireplace Peninsula Surround-Slate tile	Salvi Homes	Install Slate fireplace	Corsi Brothers Tile				$150.00	$150.00	*	1.5		$225.00				$225.00	No	No	0
333		10	Fireplace Peninsula Surround-Marble tile	Salvi Homes	Install Marble Fireplace	Corsi Brothers Tile				$150.00	$150.00	*	1.5		$225.00				$225.00	No	No	0
419		10	Listello border tile	Salvi Homes	Install wall tile borders	Corsi Brothers Tile				$8.00	$8.00				$8.00				$8.00	No	No	0
335		10	Floor tile (standard)	Salvi Homes	Floor tile install	Corsi Brothers Tile				$4.65	$4.65				$4.65				$4.65	No	No	0
416		10	Tile trim (3636 neo shower)	Salvi Homes	Tile Trim Install-6036 tub/shower	Corsi Brothers Tile	1		*	$108.00	$108.00				$108.00				$108.00	No	No	0
47		10	Driveway-EF	Custom Concrete Solutions Inc	Driveway-BF	Custom Concrete Solutions Inc				$3.50	$3.50				$3.50				$3.50	No	No	0
271		10	3ft sidewalk (Lineal Ft)	Stel Marr Concrete	Sidewalk-BF	Custom Concrete Solutions Inc				$5.50	$5.50	*	3		$16.50				$16.50	No	No	0
37		10	Basement floor (c/w poly and gravel)	Custom Concrete Solutions Inc	Basement floor (c/w poly and gravel)	Custom Concrete Solutions Inc				$0.00	$0.00				$0.00				$0.00	No	No	0
38		10	Garage floor-HT (c/w sand)	Custom Concrete Solutions Inc	Garage floor-HT	Custom Concrete Solutions Inc				$3.75	$3.75				$3.75				$3.75	No	No	0
179		10	Extra cost over 5ft-EF	Custom Concrete Solutions Inc	Extra for exposed	Custom Concrete Solutions Inc				$1.10	$1.10				$1.10				$1.10	No	No	0
180		10	Extra cost over 5ft-EF	Custom Concrete Solutions Inc	Exposed acid wash and high gloss seal	Custom Concrete Solutions Inc				$0.65	$0.65				$0.65				$0.65	No	No	0
43		10	Salvi seal concrete (sqft)	Custom Concrete Solutions Inc	Salvi labour to seal concrete (sq.ft)	Custom Concrete Solutions Inc				$0.08	$0.08				$0.08				$0.08	No	No	0
44		10	Stair landings-total prep and place-EF	Custom Concrete Solutions Inc	Stair landings-total prep and place-BF	Custom Concrete Solutions Inc				$5.25	$5.25				$5.25	+	0		$5.25	No	No	0
45		10	Riser for landing up to 5ft-EF	Custom Concrete Solutions Inc	Riser for landing up to 5ft-BF	Custom Concrete Solutions Inc				$150.00	$150.00				$150.00				$150.00	No	No	0
46		10	Extra cost over 5ft-EF	Custom Concrete Solutions Inc	Extra cost over 5ft-BF	Custom Concrete Solutions Inc				$30.00	$30.00				$30.00				$30.00	No	No	0
36		10	Basement floor (c/w poly and sand)	Custom Concrete Solutions Inc	Basement floor (c/w poly)	Custom Concrete Solutions Inc				$1.25	$1.25				$1.25				$1.25	No	No	0
50		10	Riser along sidewalk-EF	Custom Concrete Solutions Inc	Riser along sidewalk-BF	Custom Concrete Solutions Inc				$95.00	$95.00				$95.00				$95.00	No	No	0
154		10	Riser for landing up to 5ft-EF	Custom Concrete Solutions Inc	Exposed acid wash and high gloss seal	Custom Concrete Solutions Inc				$0.65	$0.65				$0.65				$0.65	No	No	0
191		10	Riser along sidewalk-EF	Custom Concrete Solutions Inc	Exposed acid wash and high gloss seal	Custom Concrete Solutions Inc				$0.65	$0.65				$0.65				$0.65	No	No	0
190		10	Riser along sidewalk-EF	Custom Concrete Solutions Inc	Extra for exposed	Custom Concrete Solutions Inc				$1.10	$1.10				$1.10				$1.10	No	No	0
189		10	Rear Patio-EF	Custom Concrete Solutions Inc	Exposed acid wash and high gloss seal	Custom Concrete Solutions Inc				$0.65	$0.65				$0.65				$0.65	No	No	0
185		10	Rear Patio-EF	Custom Concrete Solutions Inc	Extra for exposed	Custom Concrete Solutions Inc				$1.10	$1.10				$1.10				$1.10	No	No	0
153		10	Riser for landing up to 5ft-EF	Custom Concrete Solutions Inc	Extra for exposed	Custom Concrete Solutions Inc				$1.10	$1.10				$1.10				$1.10	No	No	0
151		10	Stair landings-total prep and place-EF	Custom Concrete Solutions Inc	Exposed acid wash and high gloss seal	Custom Concrete Solutions Inc				$0.65	$0.65				$0.65				$0.65	No	No	0
150		10	Stair landings-total prep and place-EF	Custom Concrete Solutions Inc	Extra for exposed	Custom Concrete Solutions Inc				$1.10	$1.10				$1.10				$1.10	No	No	0
146		10	Salvi seal concrete (sqft)	Custom Concrete Solutions Inc	CS30 High gloss 30 percent solids sealer	Custom Concrete Solutions Inc				$116.00	$116.00	/	600		$0.19				$0.19	No	No	0
149		10	Garage floor-HT (c/w sand)	Custom Concrete Solutions Inc	Garage floor sand	Custom Concrete Solutions Inc				$1.50	$1.50				$1.50				$1.50	No	No	0
181		10	Driveway-EF	Custom Concrete Solutions Inc	Extra for exposed	Custom Concrete Solutions Inc				$1.10	$1.10				$1.10				$1.10	No	No	0
49		10	Rear Patio-EF	Custom Concrete Solutions Inc	Rear Patio-BF	Custom Concrete Solutions Inc				$3.50	$3.50				$3.50				$3.50	No	No	0
148		10	Basement floor (c/w poly and sand)	Custom Concrete Solutions Inc	Basement floor sand	Custom Concrete Solutions Inc				$1.35	$1.35				$1.35				$1.35	No	No	0
48		10	Sidewalk-EF	Custom Concrete Solutions Inc	Sidewalk-BF	Custom Concrete Solutions Inc				$5.50	$5.50				$5.50				$5.50	No	No	0
183		10	Sidewalk-EF	Custom Concrete Solutions Inc	Extra for exposed	Custom Concrete Solutions Inc				$1.10	$1.10				$1.10				$1.10	No	No	0
182		10	Driveway-EF	Custom Concrete Solutions Inc	Exposed acid wash and high gloss seal	Custom Concrete Solutions Inc				$0.65	$0.65				$0.65				$0.65	No	No	0
184		10	Sidewalk-EF	Custom Concrete Solutions Inc	Exposed acid wash and high gloss seal	Custom Concrete Solutions Inc				$0.65	$0.65				$0.65				$0.65	No	No	0
206		10	Standard Duradeck deck	David Mills	Standard Duradeck deck Labour	David Mills				$1.75	$1.75				$1.75				$1.75	No	No	0
105		10	Material only for 8Ft Bsmt Walls	David Mills	Misc Bsmt framing labour	David Mills				$30.00	$30.00	/	170		$0.18	*	1.05		$0.19	No	No	0
222		10	Walkout Duradeck deck	David Mills	Walkout Duradeck deck Labour	David Mills				$2.25	$2.25				$2.25				$2.25	No	No	0
109		10	Material only for 8Ft 4In Bsmt Walls	David Mills	Misc Bsmt framing labour	David Mills				$30.00	$30.00	/	170		$0.18	*	1.05		$0.19	No	No	0
201		10	Standard PWF deck	David Mills	Standard PWF deck Labour	David Mills				$2.75	$2.75				$2.75				$2.75	No	No	0
247		10	Wood Deck Rail	David Mills	Wood railing Labour	David Mills				$8.00	$8.00				$8.00				$8.00	No	No	0
295		10	Material/Labour for 9Ft Bsmt Walls	David Mills	Interior walls	David Mills				$2.25	$2.25	*	1.05		$2.36				$2.36	No	No	0
290		10	Material/Labour for 8Ft 4In Bsmt Walls	David Mills	Interior walls	David Mills				$2.25	$2.25	*	1.05		$2.36				$2.36	No	No	0
289		10	Material/Labour for 8Ft 4In Bsmt Walls	David Mills	Misc Bsmt framing labour	David Mills				$30.00	$30.00	/	170		$0.18				$0.18	No	No	0
294		10	Material/Labour for 9Ft Bsmt Walls	David Mills	Misc Bsmt framing labour	David Mills				$30.00	$30.00	/	170		$0.18				$0.18	No	No	0
213		10	Walkout PWF deck	David Mills	Walkout PWF deck Labour	David Mills				$2.75	$2.75				$2.75				$2.75	No	No	0
285		10	Material/Labour for 8Ft Bsmt Walls	David Mills	Interior walls	David Mills				$2.25	$2.25	*	1.05		$2.36				$2.36	No	No	0
280		10	Material only for 9Ft Bsmt Walls	David Mills	Misc Bsmt framing labour	David Mills				$30.00	$30.00	/	170		$0.18	*	1.05		$0.19	No	No	0
284		10	Material/Labour for 8Ft Bsmt Walls	David Mills	Misc Bsmt framing labour	David Mills				$30.00	$30.00	/	170		$0.18				$0.18	No	No	0
194		10	Credit for standard shingle	Derksen Skylight Roofing	Extra for laminated shingles	Derksen Skylight Roofing				$2.00	$2.00				$2.00				$2.00	No	No	0
56		10	Credit for standard shingle	Derksen Skylight Roofing	GAF-ELK Timberline HD Lifetime (33.5Ft/bundle)	Enercon Roofing				$23.47	$23.47	-	19.5		$3.97				$3.97	No	No	0
193		10	Credit for standard shingle	Derksen Skylight Roofing	Misc Starter grade shingles (Aristocrat slate)	Enercon Roofing														No	No	0
